"year","departamento","codigo","diagnostico","total","Mujer1","Hombre1","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre"
2012,"SAN MARCOS","H:10","Conjuntivitis"," 15,765   "," 92   "," 79   "," 110   "," 98   "," 1,021   "," 954   "," 1,697   "," 1,523   "," 850   "," 818   "," 646   "," 395   "," 768   "," 338   "," 730   "," 262   "," 588   "," 250   "," 519   "," 229   "," 577   "," 159   "," 367   "," 177   "," 353   "," 146   "," 255   "," 135   "," 265   "," 133   "," 216   "," 120   "," 165   "," 116   "," 350   "," 264   "
2012,"SAN MARCOS","J:18","Neumonía, organismo no especificado"," 15,363   "," 93   "," 79   "," 156   "," 156   "," 2,110   "," 2,221   "," 2,960   "," 3,091   "," 696   "," 632   "," 269   "," 248   "," 216   "," 141   "," 241   "," 79   "," 225   "," 61   "," 197   "," 77   "," 181   "," 58   "," 138   "," 50   "," 122   "," 52   "," 87   "," 44   "," 109   "," 39   "," 89   "," 46   "," 67   "," 35   "," 155   "," 143   "
2012,"SAN MARCOS","R:51","Cefalea"," 12,667   "," -     "," 1   "," -     "," 1   "," 29   "," 36   "," 97   "," 81   "," 248   "," 134   "," 609   "," 270   "," 1,202   "," 265   "," 1,463   "," 279   "," 1,623   "," 291   "," 1,238   "," 185   "," 1,083   "," 166   "," 688   "," 143   "," 588   "," 123   "," 381   "," 118   "," 318   "," 91   "," 212   "," 80   "," 155   "," 62   "," 259   "," 148   "
2012,"SAN MARCOS","H:66","Otitis media supurativa y la no especificada"," 11,442   "," 16   "," 12   "," 28   "," 26   "," 514   "," 495   "," 1,366   "," 1,338   "," 943   "," 869   "," 591   "," 378   "," 471   "," 233   "," 554   "," 181   "," 461   "," 177   "," 392   "," 138   "," 381   "," 141   "," 229   "," 117   "," 245   "," 95   "," 164   "," 96   "," 141   "," 80   "," 113   "," 66   "," 84   "," 57   "," 135   "," 115   "
2012,"SAN MARCOS","G:44","Otros síndromes de cefalea"," 10,776   "," 1   "," -     "," -     "," -     "," 10   "," 20   "," 55   "," 24   "," 117   "," 100   "," 419   "," 175   "," 1,018   "," 157   "," 1,486   "," 112   "," 1,555   "," 190   "," 1,004   "," 105   "," 1,249   "," 92   "," 641   "," 94   "," 681   "," 77   "," 276   "," 91   "," 301   "," 42   "," 195   "," 51   "," 132   "," 50   "," 153   "," 103   "
2012,"SAN MARCOS","M:79","Otros trastornos de los tejidos blandos, no clasificados en otra parte"," 8,834   "," 1   "," -     "," 3   "," -     "," 13   "," 12   "," 58   "," 53   "," 85   "," 56   "," 223   "," 86   "," 609   "," 232   "," 799   "," 241   "," 791   "," 233   "," 785   "," 181   "," 866   "," 157   "," 560   "," 170   "," 618   "," 149   "," 329   "," 156   "," 330   "," 101   "," 207   "," 104   "," 161   "," 91   "," 237   "," 137   "
2012,"SAN MARCOS","R:10","Dolor abdominal y pélvico"," 7,586   "," 295   "," 206   "," 309   "," 294   "," 317   "," 319   "," 245   "," 246   "," 204   "," 148   "," 325   "," 123   "," 662   "," 134   "," 603   "," 102   "," 443   "," 119   "," 433   "," 76   "," 520   "," 71   "," 226   "," 91   "," 262   "," 54   "," 106   "," 61   "," 148   "," 37   "," 77   "," 67   "," 100   "," 29   "," 86   "," 48   "
2012,"SAN MARCOS","N:89","Otros trastornos no inflamatorios de la vagina"," 7,296   "," -     "," -     "," -     "," -     "," -     "," -     "," -     "," -     "," -     "," -     "," 133   "," -     "," 1,038   "," -     "," 1,861   "," -     "," 1,272   "," -     "," 826   "," -     "," 1,082   "," -     "," 310   "," -     "," 495   "," -     "," 89   "," -     "," 119   "," -     "," 24   "," -     "," 11   "," -     "," 36   "," -     "
2012,"SAN MARCOS","L:30","Otras dermatitis"," 6,174   "," 55   "," 35   "," 59   "," 49   "," 450   "," 414   "," 713   "," 743   "," 437   "," 328   "," 334   "," 215   "," 300   "," 131   "," 307   "," 82   "," 227   "," 96   "," 172   "," 56   "," 203   "," 39   "," 101   "," 43   "," 107   "," 34   "," 60   "," 44   "," 68   "," 23   "," 42   "," 46   "," 42   "," 40   "," 38   "," 41   "
2012,"SANTA ROSA","J:00","Rinofaringitis aguda [resfriado común]"," 34,459   "," 257   "," 275   "," 391   "," 407   "," 2,679   "," 2,901   "," 5,205   "," 5,427   "," 2,589   "," 2,569   "," 1,167   "," 1,000   "," 1,115   "," 414   "," 1,071   "," 293   "," 962   "," 249   "," 755   "," 209   "," 715   "," 157   "," 505   "," 160   "," 413   "," 130   "," 335   "," 133   "," 281   "," 121   "," 268   "," 131   "," 250   "," 140   "," 450   "," 335   "
2012,"SANTA ROSA","J:03","Amigdalitis aguda"," 18,806   "," 17   "," 22   "," 63   "," 41   "," 857   "," 922   "," 2,402   "," 2,798   "," 1,677   "," 1,601   "," 867   "," 743   "," 739   "," 392   "," 760   "," 269   "," 706   "," 244   "," 668   "," 205   "," 578   "," 125   "," 377   "," 105   "," 358   "," 96   "," 260   "," 85   "," 160   "," 73   "," 134   "," 64   "," 83   "," 51   "," 166   "," 98   "
2012,"SANTA ROSA","N:39","Otros trastornos del sistema urinario"," 15,512   "," 3   "," 2   "," 6   "," 7   "," 157   "," 145   "," 681   "," 602   "," 666   "," 399   "," 627   "," 265   "," 1,491   "," 220   "," 1,849   "," 196   "," 1,680   "," 155   "," 1,390   "," 174   "," 1,160   "," 159   "," 776   "," 129   "," 700   "," 119   "," 409   "," 88   "," 275   "," 71   "," 206   "," 72   "," 157   "," 58   "," 237   "," 181   "
2012,"SANTA ROSA","B:82","Parasitosis intestinales, sin otra especificación"," 11,500   "," 1   "," 1   "," 3   "," 3   "," 124   "," 143   "," 1,899   "," 1,772   "," 1,544   "," 1,444   "," 690   "," 498   "," 425   "," 159   "," 388   "," 129   "," 293   "," 101   "," 247   "," 88   "," 292   "," 76   "," 182   "," 65   "," 191   "," 59   "," 143   "," 54   "," 110   "," 44   "," 78   "," 23   "," 62   "," 23   "," 95   "," 51   "
2012,"SANTA ROSA","A:09","Diarrea y gastroenteritis de presunto origen infeccioso"," 11,498   "," 34   "," 40   "," 50   "," 60   "," 986   "," 1,239   "," 2,312   "," 2,684   "," 587   "," 610   "," 250   "," 248   "," 197   "," 120   "," 239   "," 121   "," 238   "," 96   "," 202   "," 87   "," 145   "," 50   "," 123   "," 49   "," 94   "," 54   "," 105   "," 50   "," 84   "," 38   "," 46   "," 21   "," 56   "," 23   "," 82   "," 78   "
2012,"SANTA ROSA","K:29","Gastritis y duodenitis"," 10,830   "," -     "," -     "," 1   "," 2   "," 6   "," 10   "," 43   "," 29   "," 116   "," 56   "," 391   "," 123   "," 912   "," 205   "," 1,212   "," 194   "," 1,042   "," 207   "," 1,001   "," 181   "," 985   "," 193   "," 683   "," 209   "," 625   "," 126   "," 427   "," 121   "," 400   "," 106   "," 254   "," 104   "," 210   "," 92   "," 330   "," 234   "
2012,"SANTA ROSA","M:79","Otros trastornos de los tejidos blandos, no clasificados en otra parte"," 8,711   "," -     "," -     "," -     "," -     "," 4   "," 4   "," 32   "," 28   "," 39   "," 36   "," 129   "," 60   "," 480   "," 121   "," 750   "," 130   "," 860   "," 166   "," 813   "," 123   "," 888   "," 135   "," 723   "," 148   "," 665   "," 114   "," 475   "," 137   "," 367   "," 100   "," 248   "," 94   "," 221   "," 88   "," 333   "," 200   "
2012,"SANTA ROSA","A:06","Amebiasis"," 8,432   "," 2   "," 2   "," 4   "," 7   "," 307   "," 300   "," 1,331   "," 1,384   "," 677   "," 607   "," 404   "," 266   "," 300   "," 140   "," 341   "," 136   "," 297   "," 112   "," 252   "," 83   "," 272   "," 80   "," 179   "," 74   "," 162   "," 59   "," 117   "," 40   "," 111   "," 39   "," 62   "," 42   "," 73   "," 29   "," 90   "," 51   "
2012,"SANTA ROSA","R:51","Cefalea"," 6,175   "," 1   "," -     "," 1   "," 1   "," 4   "," 9   "," 61   "," 38   "," 119   "," 86   "," 316   "," 130   "," 585   "," 125   "," 780   "," 122   "," 542   "," 143   "," 452   "," 113   "," 545   "," 84   "," 328   "," 89   "," 361   "," 51   "," 200   "," 69   "," 227   "," 40   "," 134   "," 45   "," 94   "," 40   "," 149   "," 91   "
2012,"SANTA ROSA","J:22","Infección aguda no especificada de las vías respiratorias inferiores"," 5,670   "," 28   "," 25   "," 49   "," 55   "," 458   "," 539   "," 789   "," 874   "," 404   "," 432   "," 197   "," 177   "," 194   "," 76   "," 182   "," 85   "," 148   "," 54   "," 133   "," 46   "," 123   "," 45   "," 95   "," 25   "," 67   "," 21   "," 61   "," 28   "," 46   "," 23   "," 24   "," 17   "," 28   "," 26   "," 60   "," 36   "
2012,"SANTA ROSA","B:49","Micosis, no especificada"," 5,497   "," 6   "," 7   "," 12   "," 12   "," 181   "," 154   "," 348   "," 353   "," 315   "," 253   "," 295   "," 212   "," 327   "," 177   "," 379   "," 151   "," 300   "," 136   "," 304   "," 94   "," 276   "," 105   "," 204   "," 64   "," 161   "," 65   "," 123   "," 50   "," 89   "," 34   "," 66   "," 33   "," 54   "," 32   "," 62   "," 63   "
2012,"SANTA ROSA","D:64","Otras anemias"," 5,465   "," -     "," -     "," 1   "," 2   "," 20   "," 31   "," 153   "," 157   "," 376   "," 248   "," 491   "," 217   "," 531   "," 103   "," 510   "," 71   "," 424   "," 65   "," 347   "," 50   "," 316   "," 36   "," 222   "," 41   "," 189   "," 25   "," 152   "," 28   "," 99   "," 42   "," 89   "," 32   "," 86   "," 34   "," 181   "," 96   "
2012,"SANTA ROSA","T:78","Efectos adversos, no clasificados en otra parte"," 5,293   "," 7   "," 9   "," 16   "," 11   "," 190   "," 193   "," 573   "," 547   "," 368   "," 328   "," 276   "," 202   "," 292   "," 106   "," 256   "," 100   "," 223   "," 87   "," 171   "," 51   "," 185   "," 43   "," 170   "," 65   "," 129   "," 40   "," 132   "," 55   "," 84   "," 24   "," 70   "," 29   "," 46   "," 27   "," 101   "," 87   "
2012,"SANTA ROSA","H:10","Conjuntivitis"," 5,108   "," 76   "," 71   "," 45   "," 54   "," 310   "," 324   "," 454   "," 530   "," 246   "," 267   "," 216   "," 162   "," 196   "," 100   "," 190   "," 88   "," 164   "," 78   "," 141   "," 73   "," 144   "," 54   "," 125   "," 64   "," 93   "," 46   "," 94   "," 40   "," 71   "," 43   "," 70   "," 38   "," 70   "," 52   "," 167   "," 152   "
2012,"SANTA ROSA","J:20","Bronquitis aguda"," 4,832   "," 10   "," 21   "," 19   "," 25   "," 422   "," 561   "," 843   "," 938   "," 296   "," 359   "," 102   "," 122   "," 85   "," 29   "," 76   "," 24   "," 93   "," 23   "," 68   "," 31   "," 95   "," 16   "," 80   "," 15   "," 56   "," 16   "," 64   "," 13   "," 42   "," 18   "," 42   "," 23   "," 44   "," 20   "," 85   "," 56   "
2012,"SANTA ROSA","T:14","Traumatismo de regiones no especificadas del cuerpo"," 4,736   "," 2   "," 1   "," -     "," 4   "," 10   "," 19   "," 155   "," 232   "," 168   "," 344   "," 182   "," 416   "," 179   "," 475   "," 160   "," 331   "," 117   "," 215   "," 111   "," 187   "," 105   "," 156   "," 95   "," 128   "," 73   "," 124   "," 64   "," 98   "," 51   "," 108   "," 52   "," 74   "," 29   "," 60   "," 88   "," 123   "
2012,"SANTA ROSA","H:66","Otitis media supurativa y la no especificada"," 4,048   "," 10   "," 4   "," 20   "," 14   "," 137   "," 155   "," 420   "," 477   "," 401   "," 378   "," 196   "," 186   "," 209   "," 99   "," 157   "," 59   "," 159   "," 66   "," 132   "," 56   "," 115   "," 44   "," 93   "," 35   "," 60   "," 32   "," 58   "," 28   "," 52   "," 24   "," 28   "," 27   "," 21   "," 19   "," 35   "," 42   "
2012,"SANTA ROSA","J:18","Neumonía, organismo no especificado"," 3,675   "," 8   "," 7   "," 35   "," 34   "," 411   "," 550   "," 677   "," 809   "," 177   "," 212   "," 67   "," 76   "," 36   "," 25   "," 48   "," 14   "," 36   "," 8   "," 42   "," 7   "," 41   "," 7   "," 28   "," 9   "," 31   "," 12   "," 19   "," 23   "," 38   "," 12   "," 34   "," 9   "," 24   "," 13   "," 47   "," 49   "
2012,"SANTA ROSA","A:04","Otras infecciones intestinales bacterianas"," 3,618   "," 7   "," 11   "," 10   "," 9   "," 297   "," 323   "," 714   "," 839   "," 223   "," 228   "," 120   "," 101   "," 70   "," 36   "," 77   "," 33   "," 68   "," 36   "," 49   "," 21   "," 41   "," 22   "," 53   "," 24   "," 43   "," 13   "," 22   "," 5   "," 18   "," 8   "," 22   "," 8   "," 13   "," 9   "," 29   "," 16   "
2012,"SANTA ROSA","I:10","Hipertensión esencial (primaria)"," 3,394   "," 1   "," -     "," -     "," -     "," 2   "," -     "," 7   "," 4   "," 2   "," 10   "," 5   "," 7   "," 22   "," 12   "," 59   "," 25   "," 75   "," 14   "," 108   "," 17   "," 195   "," 25   "," 239   "," 36   "," 292   "," 60   "," 278   "," 58   "," 291   "," 85   "," 276   "," 91   "," 256   "," 87   "," 461   "," 294   "
2012,"SOLOLA","J:00","Rinofaringitis aguda [resfriado común]"," 51,940   "," 263   "," 225   "," 400   "," 446   "," 4,138   "," 4,065   "," 8,502   "," 8,028   "," 3,957   "," 3,331   "," 1,926   "," 1,211   "," 1,614   "," 556   "," 1,987   "," 445   "," 1,994   "," 400   "," 1,434   "," 294   "," 1,313   "," 279   "," 967   "," 238   "," 670   "," 189   "," 529   "," 195   "," 366   "," 116   "," 370   "," 168   "," 298   "," 134   "," 550   "," 342   "
2012,"SOLOLA","J:03","Amigdalitis aguda"," 26,154   "," 22   "," 24   "," 44   "," 42   "," 815   "," 910   "," 2,941   "," 3,167   "," 2,086   "," 1,879   "," 1,245   "," 962   "," 1,241   "," 522   "," 1,449   "," 461   "," 1,642   "," 409   "," 1,124   "," 308   "," 1,019   "," 246   "," 733   "," 242   "," 549   "," 146   "," 419   "," 142   "," 251   "," 112   "," 258   "," 101   "," 148   "," 95   "," 259   "," 141   "
2012,"SOLOLA","B:82","Parasitosis intestinales, sin otra especificación"," 12,413   "," 2   "," 5   "," 3   "," 1   "," 131   "," 157   "," 1,633   "," 1,485   "," 1,802   "," 1,266   "," 888   "," 480   "," 517   "," 164   "," 598   "," 142   "," 530   "," 120   "," 495   "," 106   "," 407   "," 95   "," 290   "," 79   "," 218   "," 63   "," 145   "," 43   "," 112   "," 26   "," 78   "," 49   "," 78   "," 38   "," 95   "," 72   "
2012,"SOLOLA","N:39","Otros trastornos del sistema urinario"," 9,191   "," 3   "," 5   "," 5   "," 3   "," 73   "," 82   "," 431   "," 337   "," 340   "," 244   "," 314   "," 90   "," 963   "," 105   "," 1,344   "," 91   "," 1,171   "," 89   "," 985   "," 106   "," 705   "," 89   "," 454   "," 65   "," 261   "," 42   "," 166   "," 43   "," 128   "," 39   "," 85   "," 48   "," 70   "," 35   "," 100   "," 80   "
2012,"SOLOLA","K:29","Gastritis y duodenitis"," 8,891   "," 2   "," 1   "," 1   "," 2   "," 11   "," 8   "," 44   "," 42   "," 86   "," 41   "," 257   "," 78   "," 649   "," 147   "," 903   "," 176   "," 1,028   "," 181   "," 1,052   "," 172   "," 912   "," 177   "," 571   "," 142   "," 488   "," 124   "," 334   "," 70   "," 236   "," 60   "," 187   "," 83   "," 176   "," 70   "," 262   "," 118   "
2012,"SOLOLA","A:09","Diarrea y gastroenteritis de presunto origen infeccioso"," 8,861   "," 28   "," 19   "," 28   "," 16   "," 822   "," 794   "," 1,820   "," 1,919   "," 374   "," 386   "," 167   "," 160   "," 219   "," 99   "," 285   "," 70   "," 250   "," 87   "," 191   "," 80   "," 174   "," 65   "," 125   "," 54   "," 95   "," 45   "," 79   "," 28   "," 73   "," 44   "," 53   "," 33   "," 36   "," 21   "," 66   "," 56   "
2012,"SOLOLA","A:06","Amebiasis"," 6,961   "," 4   "," 2   "," 2   "," 6   "," 155   "," 167   "," 953   "," 959   "," 507   "," 441   "," 308   "," 198   "," 303   "," 105   "," 401   "," 105   "," 342   "," 103   "," 307   "," 93   "," 324   "," 94   "," 198   "," 85   "," 180   "," 51   "," 116   "," 36   "," 90   "," 31   "," 64   "," 28   "," 55   "," 27   "," 75   "," 46   "
2012,"SOLOLA","D:64","Otras anemias"," 5,263   "," -     "," 1   "," 1   "," 2   "," 21   "," 16   "," 135   "," 91   "," 245   "," 153   "," 318   "," 117   "," 503   "," 65   "," 558   "," 54   "," 485   "," 41   "," 409   "," 40   "," 412   "," 42   "," 295   "," 35   "," 256   "," 24   "," 178   "," 35   "," 130   "," 28   "," 123   "," 33   "," 114   "," 38   "," 176   "," 89   "
2012,"SOLOLA","T:78","Efectos adversos, no clasificados en otra parte"," 5,239   "," 5   "," 9   "," 17   "," 11   "," 229   "," 238   "," 598   "," 592   "," 335   "," 298   "," 273   "," 180   "," 270   "," 108   "," 290   "," 71   "," 277   "," 68   "," 249   "," 68   "," 210   "," 59   "," 140   "," 50   "," 102   "," 49   "," 78   "," 38   "," 75   "," 26   "," 45   "," 27   "," 38   "," 20   "," 54   "," 42   "
2012,"SOLOLA","T:14","Traumatismo de regiones no especificadas del cuerpo"," 4,832   "," -     "," 4   "," -     "," 2   "," 15   "," 17   "," 128   "," 219   "," 215   "," 399   "," 198   "," 372   "," 197   "," 408   "," 177   "," 297   "," 144   "," 324   "," 144   "," 160   "," 151   "," 151   "," 143   "," 152   "," 79   "," 115   "," 58   "," 87   "," 64   "," 70   "," 42   "," 57   "," 36   "," 37   "," 61   "," 109   "
2012,"SOLOLA","J:18","Neumonía, organismo no especificado"," 4,758   "," 22   "," 29   "," 37   "," 43   "," 616   "," 683   "," 973   "," 1,025   "," 178   "," 222   "," 67   "," 71   "," 48   "," 24   "," 45   "," 30   "," 45   "," 17   "," 60   "," 14   "," 40   "," 12   "," 44   "," 15   "," 46   "," 10   "," 45   "," 18   "," 33   "," 15   "," 44   "," 17   "," 42   "," 12   "," 70   "," 46   "
2012,"SOLOLA","B:86","Escabiosis"," 4,752   "," 5   "," 3   "," 10   "," 12   "," 151   "," 183   "," 488   "," 486   "," 433   "," 438   "," 293   "," 230   "," 239   "," 126   "," 223   "," 72   "," 185   "," 54   "," 170   "," 48   "," 154   "," 45   "," 117   "," 33   "," 110   "," 37   "," 70   "," 28   "," 48   "," 19   "," 42   "," 18   "," 36   "," 33   "," 52   "," 61   "
2012,"SOLOLA","H:10","Conjuntivitis"," 4,718   "," 52   "," 50   "," 26   "," 27   "," 235   "," 224   "," 447   "," 451   "," 244   "," 256   "," 174   "," 126   "," 173   "," 91   "," 194   "," 87   "," 188   "," 73   "," 180   "," 74   "," 184   "," 66   "," 128   "," 46   "," 130   "," 45   "," 101   "," 39   "," 103   "," 39   "," 72   "," 26   "," 73   "," 30   "," 171   "," 93   "
2012,"SOLOLA","J:06","Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados"," 4,317   "," 13   "," 7   "," 17   "," 10   "," 168   "," 221   "," 540   "," 609   "," 305   "," 323   "," 196   "," 156   "," 178   "," 83   "," 219   "," 83   "," 202   "," 70   "," 168   "," 50   "," 148   "," 53   "," 93   "," 32   "," 80   "," 26   "," 47   "," 16   "," 38   "," 13   "," 33   "," 15   "," 19   "," 15   "," 38   "," 33   "
2012,"SOLOLA","R:51","Cefalea"," 4,077   "," 1   "," -     "," 2   "," 1   "," 3   "," 6   "," 35   "," 26   "," 84   "," 43   "," 199   "," 54   "," 299   "," 48   "," 464   "," 53   "," 504   "," 42   "," 488   "," 42   "," 477   "," 35   "," 325   "," 39   "," 257   "," 15   "," 173   "," 10   "," 118   "," 18   "," 48   "," 11   "," 45   "," 10   "," 75   "," 27   "
2012,"SOLOLA","A:04","Otras infecciones intestinales bacterianas"," 3,997   "," 5   "," 6   "," 12   "," 5   "," 214   "," 227   "," 743   "," 706   "," 280   "," 235   "," 143   "," 104   "," 126   "," 53   "," 161   "," 32   "," 130   "," 42   "," 150   "," 36   "," 127   "," 31   "," 82   "," 35   "," 67   "," 25   "," 55   "," 19   "," 23   "," 17   "," 20   "," 11   "," 20   "," 7   "," 29   "," 19   "
2012,"SOLOLA","B:49","Micosis, no especificada"," 3,384   "," 6   "," 5   "," 10   "," 8   "," 113   "," 91   "," 228   "," 227   "," 207   "," 173   "," 218   "," 107   "," 251   "," 111   "," 223   "," 89   "," 215   "," 69   "," 207   "," 80   "," 155   "," 45   "," 111   "," 46   "," 75   "," 24   "," 53   "," 29   "," 44   "," 17   "," 35   "," 14   "," 22   "," 13   "," 44   "," 19   "
2012,"SOLOLA","H:66","Otitis media supurativa y la no especificada"," 3,210   "," 1   "," 6   "," 4   "," 4   "," 96   "," 78   "," 295   "," 270   "," 268   "," 248   "," 180   "," 122   "," 181   "," 67   "," 207   "," 62   "," 181   "," 53   "," 162   "," 42   "," 146   "," 59   "," 89   "," 39   "," 61   "," 21   "," 50   "," 24   "," 38   "," 14   "," 30   "," 19   "," 24   "," 13   "," 29   "," 27   "
2012,"SOLOLA","K:59","Otros trastornos funcionales del intestino"," 3,046   "," 24   "," 17   "," 17   "," 22   "," 220   "," 212   "," 621   "," 694   "," 154   "," 147   "," 73   "," 53   "," 78   "," 29   "," 96   "," 26   "," 85   "," 28   "," 64   "," 26   "," 85   "," 34   "," 53   "," 10   "," 24   "," 14   "," 20   "," 3   "," 22   "," 8   "," 15   "," 8   "," 14   "," 7   "," 24   "," 19   "
2012,"SOLOLA","J:02","Faringitis aguda"," 2,993   "," 9   "," 2   "," 6   "," 4   "," 92   "," 85   "," 302   "," 301   "," 211   "," 185   "," 180   "," 87   "," 154   "," 59   "," 209   "," 41   "," 167   "," 40   "," 155   "," 36   "," 150   "," 40   "," 89   "," 26   "," 72   "," 24   "," 64   "," 19   "," 33   "," 10   "," 35   "," 13   "," 25   "," 11   "," 35   "," 22   "
2012,"SUCHITEPEQUEZ","J:00","Rinofaringitis aguda [resfriado común]"," 39,193   "," 243   "," 231   "," 398   "," 434   "," 3,899   "," 3,964   "," 6,860   "," 6,892   "," 2,878   "," 2,649   "," 1,168   "," 955   "," 1,058   "," 368   "," 1,210   "," 307   "," 897   "," 229   "," 721   "," 183   "," 664   "," 192   "," 366   "," 128   "," 419   "," 120   "," 260   "," 124   "," 262   "," 114   "," 195   "," 113   "," 163   "," 70   "," 260   "," 199   "
2012,"SUCHITEPEQUEZ","N:39","Otros trastornos del sistema urinario"," 18,386   "," 18   "," 17   "," 20   "," 12   "," 249   "," 265   "," 880   "," 844   "," 728   "," 692   "," 659   "," 507   "," 2,019   "," 628   "," 2,144   "," 501   "," 1,687   "," 399   "," 1,235   "," 337   "," 1,093   "," 271   "," 603   "," 209   "," 483   "," 146   "," 310   "," 133   "," 238   "," 130   "," 163   "," 195   "," 129   "," 83   "," 196   "," 163   "
2012,"SUCHITEPEQUEZ","J:03","Amigdalitis aguda"," 17,125   "," 33   "," 25   "," 51   "," 50   "," 887   "," 973   "," 2,575   "," 2,667   "," 1,499   "," 1,449   "," 751   "," 634   "," 605   "," 343   "," 664   "," 236   "," 624   "," 192   "," 576   "," 145   "," 425   "," 150   "," 283   "," 87   "," 263   "," 91   "," 163   "," 63   "," 126   "," 60   "," 111   "," 57   "," 63   "," 37   "," 85   "," 82   "
2012,"SUCHITEPEQUEZ","A:09","Diarrea y gastroenteritis de presunto origen infeccioso"," 14,338   "," 57   "," 69   "," 89   "," 75   "," 1,360   "," 1,487   "," 2,783   "," 3,255   "," 633   "," 813   "," 261   "," 354   "," 275   "," 162   "," 341   "," 159   "," 291   "," 135   "," 197   "," 106   "," 165   "," 105   "," 118   "," 81   "," 125   "," 68   "," 122   "," 83   "," 92   "," 66   "," 69   "," 47   "," 63   "," 44   "," 87   "," 101   "
2012,"SUCHITEPEQUEZ","T:14","Traumatismo de regiones no especificadas del cuerpo"," 12,648   "," 2   "," 3   "," 1   "," -     "," 41   "," 59   "," 459   "," 646   "," 503   "," 1,129   "," 505   "," 1,110   "," 597   "," 1,110   "," 499   "," 863   "," 443   "," 565   "," 319   "," 541   "," 286   "," 401   "," 197   "," 325   "," 163   "," 282   "," 126   "," 218   "," 100   "," 226   "," 112   "," 173   "," 78   "," 157   "," 177   "," 232   "
2012,"SUCHITEPEQUEZ","B:82","Parasitosis intestinales, sin otra especificación"," 12,573   "," -     "," 2   "," 7   "," 7   "," 156   "," 135   "," 2,085   "," 2,027   "," 1,917   "," 1,769   "," 795   "," 692   "," 426   "," 141   "," 370   "," 79   "," 343   "," 89   "," 245   "," 76   "," 230   "," 65   "," 131   "," 51   "," 146   "," 49   "," 107   "," 35   "," 66   "," 33   "," 65   "," 35   "," 49   "," 21   "," 81   "," 48   "
2012,"SUCHITEPEQUEZ","A:06","Amebiasis"," 8,463   "," 4   "," 9   "," 10   "," 6   "," 291   "," 350   "," 1,282   "," 1,523   "," 664   "," 606   "," 326   "," 254   "," 306   "," 143   "," 358   "," 145   "," 335   "," 119   "," 234   "," 76   "," 245   "," 94   "," 162   "," 77   "," 166   "," 62   "," 119   "," 47   "," 82   "," 58   "," 73   "," 30   "," 48   "," 24   "," 69   "," 66   "
2012,"SUCHITEPEQUEZ","K:29","Gastritis y duodenitis"," 8,150   "," 1   "," 2   "," -     "," -     "," 3   "," 4   "," 39   "," 42   "," 121   "," 99   "," 283   "," 184   "," 731   "," 374   "," 787   "," 313   "," 673   "," 289   "," 558   "," 217   "," 682   "," 256   "," 340   "," 166   "," 419   "," 142   "," 233   "," 123   "," 213   "," 105   "," 142   "," 92   "," 99   "," 72   "," 205   "," 141   "
2012,"SUCHITEPEQUEZ","D:64","Otras anemias"," 7,772   "," 5   "," 2   "," 1   "," -     "," 104   "," 87   "," 577   "," 516   "," 722   "," 648   "," 631   "," 382   "," 642   "," 101   "," 639   "," 50   "," 487   "," 52   "," 370   "," 51   "," 314   "," 38   "," 213   "," 34   "," 192   "," 33   "," 158   "," 33   "," 111   "," 29   "," 113   "," 45   "," 72   "," 39   "," 173   "," 108   "
2012,"SUCHITEPEQUEZ","B:49","Micosis, no especificada"," 5,134   "," 19   "," 16   "," 18   "," 25   "," 171   "," 210   "," 354   "," 356   "," 243   "," 223   "," 232   "," 121   "," 307   "," 144   "," 420   "," 125   "," 365   "," 112   "," 298   "," 79   "," 262   "," 100   "," 142   "," 46   "," 176   "," 50   "," 126   "," 69   "," 85   "," 25   "," 45   "," 33   "," 38   "," 11   "," 53   "," 35   "
2012,"SUCHITEPEQUEZ","J:06","Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados"," 5,133   "," 105   "," 113   "," 107   "," 105   "," 346   "," 368   "," 514   "," 1,602   "," 225   "," 441   "," 95   "," 195   "," 66   "," 98   "," 46   "," 61   "," 56   "," 30   "," 51   "," 43   "," 50   "," 39   "," 43   "," 46   "," 20   "," 35   "," 31   "," 32   "," 13   "," 28   "," 19   "," 12   "," 21   "," 26   "," 24   "," 27   "
2012,"SUCHITEPEQUEZ","J:20","Bronquitis aguda"," 4,302   "," 13   "," 14   "," 27   "," 37   "," 383   "," 473   "," 708   "," 776   "," 319   "," 271   "," 123   "," 100   "," 87   "," 47   "," 91   "," 25   "," 77   "," 16   "," 64   "," 13   "," 78   "," 20   "," 59   "," 22   "," 75   "," 13   "," 62   "," 24   "," 54   "," 15   "," 48   "," 29   "," 34   "," 19   "," 57   "," 29   "
